% 2016îN 11åé 14ì˙ 17éû 34ï™ 26.846000ïb é¿çs
%------------------------------------------------------------------------------------------------------------------------------
Observation File :  oem4_20081213.08O
Ephemeris   File :  oem4_20081213.08N
IONEX       File :  Nothing
IGS SP3     File :  Nothing
START       TIME :  2008/12/13  2: 0:30
END         TIME :  2008/12/13  2:30: 0
Ref. Position[m] :  X = -3761093.2427,  Y = 3636603.6005,  Z = 3636306.6059

%-------------------------------------------------------------------------------------------------------------------------------
% Epoch  WEEK      ToW     ToD      X_fix[m]       Y_fix[m]       Z_fix[m]       E_fix[m]     N_fix[m]     U_fix[m] 
%-------------------------------------------------------------------------------------------------------------------------------
     57  1509    526484    8084            NaN            NaN            NaN          NaN          NaN          NaN
     58  1509    526485    8085            NaN            NaN            NaN          NaN          NaN          NaN
     59  1509    526486    8086            NaN            NaN            NaN          NaN          NaN          NaN
     60  1509    526487    8087            NaN            NaN            NaN          NaN          NaN          NaN
     61  1509    526488    8088            NaN            NaN            NaN          NaN          NaN          NaN
     62  1509    526489    8089            NaN            NaN            NaN          NaN          NaN          NaN
     63  1509    526490    8090            NaN            NaN            NaN          NaN          NaN          NaN
     64  1509    526491    8091            NaN            NaN            NaN          NaN          NaN          NaN
     65  1509    526492    8092            NaN            NaN            NaN          NaN          NaN          NaN
     66  1509    526493    8093            NaN            NaN            NaN          NaN          NaN          NaN
     67  1509    526494    8094            NaN            NaN            NaN          NaN          NaN          NaN
     68  1509    526495    8095            NaN            NaN            NaN          NaN          NaN          NaN
     69  1509    526496    8096            NaN            NaN            NaN          NaN          NaN          NaN
     70  1509    526497    8097            NaN            NaN            NaN          NaN          NaN          NaN
     71  1509    526498    8098            NaN            NaN            NaN          NaN          NaN          NaN
     72  1509    526499    8099            NaN            NaN            NaN          NaN          NaN          NaN
     73  1509    526500    8100            NaN            NaN            NaN          NaN          NaN          NaN
     74  1509    526501    8101            NaN            NaN            NaN          NaN          NaN          NaN
     75  1509    526502    8102            NaN            NaN            NaN          NaN          NaN          NaN
     76  1509    526503    8103            NaN            NaN            NaN          NaN          NaN          NaN
     77  1509    526504    8104            NaN            NaN            NaN          NaN          NaN          NaN
     78  1509    526505    8105            NaN            NaN            NaN          NaN          NaN          NaN
     79  1509    526506    8106            NaN            NaN            NaN          NaN          NaN          NaN
     80  1509    526507    8107            NaN            NaN            NaN          NaN          NaN          NaN
     81  1509    526508    8108            NaN            NaN            NaN          NaN          NaN          NaN
     82  1509    526509    8109            NaN            NaN            NaN          NaN          NaN          NaN
     83  1509    526510    8110            NaN            NaN            NaN          NaN          NaN          NaN
     84  1509    526511    8111            NaN            NaN            NaN          NaN          NaN          NaN
     85  1509    526512    8112            NaN            NaN            NaN          NaN          NaN          NaN
     86  1509    526513    8113            NaN            NaN            NaN          NaN          NaN          NaN
     87  1509    526514    8114            NaN            NaN            NaN          NaN          NaN          NaN
     88  1509    526515    8115            NaN            NaN            NaN          NaN          NaN          NaN
     89  1509    526516    8116            NaN            NaN            NaN          NaN          NaN          NaN
     90  1509    526517    8117            NaN            NaN            NaN          NaN          NaN          NaN
     91  1509    526518    8118            NaN            NaN            NaN          NaN          NaN          NaN
     92  1509    526519    8119            NaN            NaN            NaN          NaN          NaN          NaN
     93  1509    526520    8120            NaN            NaN            NaN          NaN          NaN          NaN
     94  1509    526521    8121            NaN            NaN            NaN          NaN          NaN          NaN
     95  1509    526522    8122            NaN            NaN            NaN          NaN          NaN          NaN
     96  1509    526523    8123            NaN            NaN            NaN          NaN          NaN          NaN
     97  1509    526524    8124            NaN            NaN            NaN          NaN          NaN          NaN
     98  1509    526525    8125            NaN            NaN            NaN          NaN          NaN          NaN
     99  1509    526526    8126            NaN            NaN            NaN          NaN          NaN          NaN
    100  1509    526527    8127            NaN            NaN            NaN          NaN          NaN          NaN
    101  1509    526528    8128            NaN            NaN            NaN          NaN          NaN          NaN
    102  1509    526529    8129            NaN            NaN            NaN          NaN          NaN          NaN
    103  1509    526530    8130            NaN            NaN            NaN          NaN          NaN          NaN
    104  1509    526531    8131            NaN            NaN            NaN          NaN          NaN          NaN
    105  1509    526532    8132            NaN            NaN            NaN          NaN          NaN          NaN
    106  1509    526533    8133            NaN            NaN            NaN          NaN          NaN          NaN
    107  1509    526534    8134            NaN            NaN            NaN          NaN          NaN          NaN
    108  1509    526535    8135            NaN            NaN            NaN          NaN          NaN          NaN
    109  1509    526536    8136            NaN            NaN            NaN          NaN          NaN          NaN
    110  1509    526537    8137            NaN            NaN            NaN          NaN          NaN          NaN
    111  1509    526538    8138            NaN            NaN            NaN          NaN          NaN          NaN
    112  1509    526539    8139            NaN            NaN            NaN          NaN          NaN          NaN
    113  1509    526540    8140            NaN            NaN            NaN          NaN          NaN          NaN
    114  1509    526541    8141            NaN            NaN            NaN          NaN          NaN          NaN
    115  1509    526542    8142            NaN            NaN            NaN          NaN          NaN          NaN
    116  1509    526543    8143            NaN            NaN            NaN          NaN          NaN          NaN
    117  1509    526544    8144            NaN            NaN            NaN          NaN          NaN          NaN
    118  1509    526545    8145            NaN            NaN            NaN          NaN          NaN          NaN
    119  1509    526546    8146            NaN            NaN            NaN          NaN          NaN          NaN
    120  1509    526547    8147            NaN            NaN            NaN          NaN          NaN          NaN
    121  1509    526548    8148            NaN            NaN            NaN          NaN          NaN          NaN
    122  1509    526549    8149            NaN            NaN            NaN          NaN          NaN          NaN
    123  1509    526550    8150            NaN            NaN            NaN          NaN          NaN          NaN
    124  1509    526551    8151            NaN            NaN            NaN          NaN          NaN          NaN
    125  1509    526552    8152            NaN            NaN            NaN          NaN          NaN          NaN
    126  1509    526553    8153            NaN            NaN            NaN          NaN          NaN          NaN
    127  1509    526554    8154            NaN            NaN            NaN          NaN          NaN          NaN
    128  1509    526555    8155            NaN            NaN            NaN          NaN          NaN          NaN
    129  1509    526556    8156            NaN            NaN            NaN          NaN          NaN          NaN
    130  1509    526557    8157            NaN            NaN            NaN          NaN          NaN          NaN
    131  1509    526558    8158            NaN            NaN            NaN          NaN          NaN          NaN
    132  1509    526559    8159            NaN            NaN            NaN          NaN          NaN          NaN
    133  1509    526560    8160            NaN            NaN            NaN          NaN          NaN          NaN
    134  1509    526561    8161            NaN            NaN            NaN          NaN          NaN          NaN
    135  1509    526562    8162            NaN            NaN            NaN          NaN          NaN          NaN
    136  1509    526563    8163            NaN            NaN            NaN          NaN          NaN          NaN
    137  1509    526564    8164            NaN            NaN            NaN          NaN          NaN          NaN
    138  1509    526565    8165            NaN            NaN            NaN          NaN          NaN          NaN
    139  1509    526566    8166            NaN            NaN            NaN          NaN          NaN          NaN
    140  1509    526567    8167            NaN            NaN            NaN          NaN          NaN          NaN
    141  1509    526568    8168            NaN            NaN            NaN          NaN          NaN          NaN
    142  1509    526569    8169            NaN            NaN            NaN          NaN          NaN          NaN
    143  1509    526570    8170            NaN            NaN            NaN          NaN          NaN          NaN
    144  1509    526571    8171            NaN            NaN            NaN          NaN          NaN          NaN
    145  1509    526572    8172            NaN            NaN            NaN          NaN          NaN          NaN
    146  1509    526573    8173            NaN            NaN            NaN          NaN          NaN          NaN
    147  1509    526574    8174            NaN            NaN            NaN          NaN          NaN          NaN
    148  1509    526575    8175            NaN            NaN            NaN          NaN          NaN          NaN
    149  1509    526576    8176            NaN            NaN            NaN          NaN          NaN          NaN
    150  1509    526577    8177            NaN            NaN            NaN          NaN          NaN          NaN
    151  1509    526578    8178            NaN            NaN            NaN          NaN          NaN          NaN
    152  1509    526579    8179            NaN            NaN            NaN          NaN          NaN          NaN
    153  1509    526580    8180            NaN            NaN            NaN          NaN          NaN          NaN
    154  1509    526581    8181            NaN            NaN            NaN          NaN          NaN          NaN
    155  1509    526582    8182            NaN            NaN            NaN          NaN          NaN          NaN
    156  1509    526583    8183            NaN            NaN            NaN          NaN          NaN          NaN
    157  1509    526584    8184            NaN            NaN            NaN          NaN          NaN          NaN
    158  1509    526585    8185            NaN            NaN            NaN          NaN          NaN          NaN
    159  1509    526586    8186            NaN            NaN            NaN          NaN          NaN          NaN
    160  1509    526587    8187            NaN            NaN            NaN          NaN          NaN          NaN
    161  1509    526588    8188            NaN            NaN            NaN          NaN          NaN          NaN
    162  1509    526589    8189            NaN            NaN            NaN          NaN          NaN          NaN
    163  1509    526590    8190            NaN            NaN            NaN          NaN          NaN          NaN
    164  1509    526591    8191            NaN            NaN            NaN          NaN          NaN          NaN
    165  1509    526592    8192            NaN            NaN            NaN          NaN          NaN          NaN
    166  1509    526593    8193            NaN            NaN            NaN          NaN          NaN          NaN
    167  1509    526594    8194            NaN            NaN            NaN          NaN          NaN          NaN
    168  1509    526595    8195            NaN            NaN            NaN          NaN          NaN          NaN
    169  1509    526596    8196            NaN            NaN            NaN          NaN          NaN          NaN
    170  1509    526597    8197            NaN            NaN            NaN          NaN          NaN          NaN
    171  1509    526598    8198            NaN            NaN            NaN          NaN          NaN          NaN
    172  1509    526599    8199            NaN            NaN            NaN          NaN          NaN          NaN
    173  1509    526600    8200            NaN            NaN            NaN          NaN          NaN          NaN
    174  1509    526601    8201            NaN            NaN            NaN          NaN          NaN          NaN
    175  1509    526602    8202            NaN            NaN            NaN          NaN          NaN          NaN
    176  1509    526603    8203            NaN            NaN            NaN          NaN          NaN          NaN
    177  1509    526604    8204            NaN            NaN            NaN          NaN          NaN          NaN
    178  1509    526605    8205            NaN            NaN            NaN          NaN          NaN          NaN
    179  1509    526606    8206            NaN            NaN            NaN          NaN          NaN          NaN
    180  1509    526607    8207            NaN            NaN            NaN          NaN          NaN          NaN
    181  1509    526608    8208            NaN            NaN            NaN          NaN          NaN          NaN
    182  1509    526609    8209            NaN            NaN            NaN          NaN          NaN          NaN
    183  1509    526610    8210            NaN            NaN            NaN          NaN          NaN          NaN
    184  1509    526611    8211            NaN            NaN            NaN          NaN          NaN          NaN
    185  1509    526612    8212            NaN            NaN            NaN          NaN          NaN          NaN
    186  1509    526613    8213            NaN            NaN            NaN          NaN          NaN          NaN
    187  1509    526614    8214            NaN            NaN            NaN          NaN          NaN          NaN
    188  1509    526615    8215            NaN            NaN            NaN          NaN          NaN          NaN
    189  1509    526616    8216            NaN            NaN            NaN          NaN          NaN          NaN
    190  1509    526617    8217            NaN            NaN            NaN          NaN          NaN          NaN
    191  1509    526618    8218            NaN            NaN            NaN          NaN          NaN          NaN
    192  1509    526619    8219            NaN            NaN            NaN          NaN          NaN          NaN
    193  1509    526620    8220            NaN            NaN            NaN          NaN          NaN          NaN
    194  1509    526621    8221            NaN            NaN            NaN          NaN          NaN          NaN
    195  1509    526622    8222            NaN            NaN            NaN          NaN          NaN          NaN
    196  1509    526623    8223            NaN            NaN            NaN          NaN          NaN          NaN
    197  1509    526624    8224            NaN            NaN            NaN          NaN          NaN          NaN
    198  1509    526625    8225            NaN            NaN            NaN          NaN          NaN          NaN
    199  1509    526626    8226            NaN            NaN            NaN          NaN          NaN          NaN
    200  1509    526627    8227            NaN            NaN            NaN          NaN          NaN          NaN
    201  1509    526628    8228            NaN            NaN            NaN          NaN          NaN          NaN
    202  1509    526629    8229            NaN            NaN            NaN          NaN          NaN          NaN
    203  1509    526630    8230            NaN            NaN            NaN          NaN          NaN          NaN
    204  1509    526631    8231            NaN            NaN            NaN          NaN          NaN          NaN
    205  1509    526632    8232            NaN            NaN            NaN          NaN          NaN          NaN
    206  1509    526633    8233            NaN            NaN            NaN          NaN          NaN          NaN
    207  1509    526634    8234            NaN            NaN            NaN          NaN          NaN          NaN
    208  1509    526635    8235            NaN            NaN            NaN          NaN          NaN          NaN
    209  1509    526636    8236            NaN            NaN            NaN          NaN          NaN          NaN
    210  1509    526637    8237            NaN            NaN            NaN          NaN          NaN          NaN
    211  1509    526638    8238            NaN            NaN            NaN          NaN          NaN          NaN
    212  1509    526639    8239            NaN            NaN            NaN          NaN          NaN          NaN
    213  1509    526640    8240            NaN            NaN            NaN          NaN          NaN          NaN
    214  1509    526641    8241            NaN            NaN            NaN          NaN          NaN          NaN
    215  1509    526642    8242            NaN            NaN            NaN          NaN          NaN          NaN
    216  1509    526643    8243            NaN            NaN            NaN          NaN          NaN          NaN
    217  1509    526644    8244            NaN            NaN            NaN          NaN          NaN          NaN
    218  1509    526645    8245            NaN            NaN            NaN          NaN          NaN          NaN
    219  1509    526646    8246            NaN            NaN            NaN          NaN          NaN          NaN
    220  1509    526647    8247            NaN            NaN            NaN          NaN          NaN          NaN
    221  1509    526648    8248            NaN            NaN            NaN          NaN          NaN          NaN
    222  1509    526649    8249            NaN            NaN            NaN          NaN          NaN          NaN
    223  1509    526650    8250            NaN            NaN            NaN          NaN          NaN          NaN
    224  1509    526651    8251            NaN            NaN            NaN          NaN          NaN          NaN
    225  1509    526652    8252            NaN            NaN            NaN          NaN          NaN          NaN
    226  1509    526653    8253            NaN            NaN            NaN          NaN          NaN          NaN
    227  1509    526654    8254            NaN            NaN            NaN          NaN          NaN          NaN
    228  1509    526655    8255            NaN            NaN            NaN          NaN          NaN          NaN
    229  1509    526656    8256            NaN            NaN            NaN          NaN          NaN          NaN
    230  1509    526657    8257            NaN            NaN            NaN          NaN          NaN          NaN
    231  1509    526658    8258            NaN            NaN            NaN          NaN          NaN          NaN
    232  1509    526659    8259            NaN            NaN            NaN          NaN          NaN          NaN
    233  1509    526660    8260            NaN            NaN            NaN          NaN          NaN          NaN
    234  1509    526661    8261            NaN            NaN            NaN          NaN          NaN          NaN
    235  1509    526662    8262            NaN            NaN            NaN          NaN          NaN          NaN
    236  1509    526663    8263            NaN            NaN            NaN          NaN          NaN          NaN
    237  1509    526664    8264            NaN            NaN            NaN          NaN          NaN          NaN
    238  1509    526665    8265            NaN            NaN            NaN          NaN          NaN          NaN
    239  1509    526666    8266            NaN            NaN            NaN          NaN          NaN          NaN
    240  1509    526667    8267            NaN            NaN            NaN          NaN          NaN          NaN
    241  1509    526668    8268            NaN            NaN            NaN          NaN          NaN          NaN
    242  1509    526669    8269            NaN            NaN            NaN          NaN          NaN          NaN
    243  1509    526670    8270            NaN            NaN            NaN          NaN          NaN          NaN
    244  1509    526671    8271            NaN            NaN            NaN          NaN          NaN          NaN
    245  1509    526672    8272            NaN            NaN            NaN          NaN          NaN          NaN
    246  1509    526673    8273            NaN            NaN            NaN          NaN          NaN          NaN
    247  1509    526674    8274            NaN            NaN            NaN          NaN          NaN          NaN
    248  1509    526675    8275            NaN            NaN            NaN          NaN          NaN          NaN
    249  1509    526676    8276            NaN            NaN            NaN          NaN          NaN          NaN
    250  1509    526677    8277            NaN            NaN            NaN          NaN          NaN          NaN
    251  1509    526678    8278            NaN            NaN            NaN          NaN          NaN          NaN
    252  1509    526679    8279            NaN            NaN            NaN          NaN          NaN          NaN
    253  1509    526680    8280            NaN            NaN            NaN          NaN          NaN          NaN
    254  1509    526681    8281            NaN            NaN            NaN          NaN          NaN          NaN
    255  1509    526682    8282            NaN            NaN            NaN          NaN          NaN          NaN
    256  1509    526683    8283            NaN            NaN            NaN          NaN          NaN          NaN
    257  1509    526684    8284            NaN            NaN            NaN          NaN          NaN          NaN
    258  1509    526685    8285            NaN            NaN            NaN          NaN          NaN          NaN
    259  1509    526686    8286            NaN            NaN            NaN          NaN          NaN          NaN
    260  1509    526687    8287            NaN            NaN            NaN          NaN          NaN          NaN
    261  1509    526688    8288            NaN            NaN            NaN          NaN          NaN          NaN
    262  1509    526689    8289            NaN            NaN            NaN          NaN          NaN          NaN
    263  1509    526690    8290            NaN            NaN            NaN          NaN          NaN          NaN
    264  1509    526691    8291            NaN            NaN            NaN          NaN          NaN          NaN
    265  1509    526692    8292            NaN            NaN            NaN          NaN          NaN          NaN
    266  1509    526693    8293            NaN            NaN            NaN          NaN          NaN          NaN
    267  1509    526694    8294            NaN            NaN            NaN          NaN          NaN          NaN
    268  1509    526695    8295            NaN            NaN            NaN          NaN          NaN          NaN
    269  1509    526696    8296            NaN            NaN            NaN          NaN          NaN          NaN
    270  1509    526697    8297            NaN            NaN            NaN          NaN          NaN          NaN
    271  1509    526698    8298            NaN            NaN            NaN          NaN          NaN          NaN
    272  1509    526699    8299            NaN            NaN            NaN          NaN          NaN          NaN
    273  1509    526700    8300            NaN            NaN            NaN          NaN          NaN          NaN
    274  1509    526701    8301            NaN            NaN            NaN          NaN          NaN          NaN
    275  1509    526702    8302            NaN            NaN            NaN          NaN          NaN          NaN
    276  1509    526703    8303            NaN            NaN            NaN          NaN          NaN          NaN
    277  1509    526704    8304            NaN            NaN            NaN          NaN          NaN          NaN
    278  1509    526705    8305            NaN            NaN            NaN          NaN          NaN          NaN
    279  1509    526706    8306            NaN            NaN            NaN          NaN          NaN          NaN
    280  1509    526707    8307            NaN            NaN            NaN          NaN          NaN          NaN
    281  1509    526708    8308            NaN            NaN            NaN          NaN          NaN          NaN
    282  1509    526709    8309            NaN            NaN            NaN          NaN          NaN          NaN
    283  1509    526710    8310            NaN            NaN            NaN          NaN          NaN          NaN
    284  1509    526711    8311            NaN            NaN            NaN          NaN          NaN          NaN
    285  1509    526712    8312            NaN            NaN            NaN          NaN          NaN          NaN
    286  1509    526713    8313            NaN            NaN            NaN          NaN          NaN          NaN
    287  1509    526714    8314            NaN            NaN            NaN          NaN          NaN          NaN
    288  1509    526715    8315            NaN            NaN            NaN          NaN          NaN          NaN
    289  1509    526716    8316            NaN            NaN            NaN          NaN          NaN          NaN
    290  1509    526717    8317            NaN            NaN            NaN          NaN          NaN          NaN
    291  1509    526718    8318            NaN            NaN            NaN          NaN          NaN          NaN
    292  1509    526719    8319            NaN            NaN            NaN          NaN          NaN          NaN
    293  1509    526720    8320            NaN            NaN            NaN          NaN          NaN          NaN
    294  1509    526721    8321            NaN            NaN            NaN          NaN          NaN          NaN
    295  1509    526722    8322            NaN            NaN            NaN          NaN          NaN          NaN
    296  1509    526723    8323            NaN            NaN            NaN          NaN          NaN          NaN
    297  1509    526724    8324            NaN            NaN            NaN          NaN          NaN          NaN
    298  1509    526725    8325            NaN            NaN            NaN          NaN          NaN          NaN
    299  1509    526726    8326            NaN            NaN            NaN          NaN          NaN          NaN
    300  1509    526727    8327            NaN            NaN            NaN          NaN          NaN          NaN
    301  1509    526728    8328            NaN            NaN            NaN          NaN          NaN          NaN
    302  1509    526729    8329            NaN            NaN            NaN          NaN          NaN          NaN
    303  1509    526730    8330            NaN            NaN            NaN          NaN          NaN          NaN
    304  1509    526731    8331            NaN            NaN            NaN          NaN          NaN          NaN
    305  1509    526732    8332            NaN            NaN            NaN          NaN          NaN          NaN
    306  1509    526733    8333            NaN            NaN            NaN          NaN          NaN          NaN
    307  1509    526734    8334            NaN            NaN            NaN          NaN          NaN          NaN
    308  1509    526735    8335            NaN            NaN            NaN          NaN          NaN          NaN
    309  1509    526736    8336            NaN            NaN            NaN          NaN          NaN          NaN
    310  1509    526737    8337            NaN            NaN            NaN          NaN          NaN          NaN
    311  1509    526738    8338            NaN            NaN            NaN          NaN          NaN          NaN
    312  1509    526739    8339            NaN            NaN            NaN          NaN          NaN          NaN
    313  1509    526740    8340            NaN            NaN            NaN          NaN          NaN          NaN
    314  1509    526741    8341            NaN            NaN            NaN          NaN          NaN          NaN
    315  1509    526742    8342            NaN            NaN            NaN          NaN          NaN          NaN
    316  1509    526743    8343            NaN            NaN            NaN          NaN          NaN          NaN
    317  1509    526744    8344            NaN            NaN            NaN          NaN          NaN          NaN
    318  1509    526745    8345            NaN            NaN            NaN          NaN          NaN          NaN
    319  1509    526746    8346            NaN            NaN            NaN          NaN          NaN          NaN
    320  1509    526747    8347            NaN            NaN            NaN          NaN          NaN          NaN
    321  1509    526748    8348            NaN            NaN            NaN          NaN          NaN          NaN
    322  1509    526749    8349            NaN            NaN            NaN          NaN          NaN          NaN
    323  1509    526750    8350            NaN            NaN            NaN          NaN          NaN          NaN
    324  1509    526751    8351            NaN            NaN            NaN          NaN          NaN          NaN
    325  1509    526752    8352            NaN            NaN            NaN          NaN          NaN          NaN
    326  1509    526753    8353            NaN            NaN            NaN          NaN          NaN          NaN
    327  1509    526754    8354            NaN            NaN            NaN          NaN          NaN          NaN
    328  1509    526755    8355            NaN            NaN            NaN          NaN          NaN          NaN
    329  1509    526756    8356            NaN            NaN            NaN          NaN          NaN          NaN
    330  1509    526757    8357            NaN            NaN            NaN          NaN          NaN          NaN
    331  1509    526758    8358            NaN            NaN            NaN          NaN          NaN          NaN
    332  1509    526759    8359            NaN            NaN            NaN          NaN          NaN          NaN
    333  1509    526760    8360            NaN            NaN            NaN          NaN          NaN          NaN
    334  1509    526761    8361            NaN            NaN            NaN          NaN          NaN          NaN
    335  1509    526762    8362            NaN            NaN            NaN          NaN          NaN          NaN
    336  1509    526763    8363            NaN            NaN            NaN          NaN          NaN          NaN
    337  1509    526764    8364            NaN            NaN            NaN          NaN          NaN          NaN
    338  1509    526765    8365            NaN            NaN            NaN          NaN          NaN          NaN
    339  1509    526766    8366            NaN            NaN            NaN          NaN          NaN          NaN
    340  1509    526767    8367            NaN            NaN            NaN          NaN          NaN          NaN
    341  1509    526768    8368            NaN            NaN            NaN          NaN          NaN          NaN
    342  1509    526769    8369            NaN            NaN            NaN          NaN          NaN          NaN
    343  1509    526770    8370  -3761082.8368   3636605.6825   3636253.1786    2216.1437   -9919.4280      57.1807
    344  1509    526771    8371  -3761082.8350   3636605.6830   3636253.1773    2216.1421   -9919.4285      57.1792
    345  1509    526772    8372  -3761082.8382   3636605.6838   3636253.1823    2216.1437   -9919.4261      57.1844
    346  1509    526773    8373  -3761082.8407   3636605.6865   3636253.1797    2216.1435   -9919.4303      57.1859
    347  1509    526774    8374  -3761082.8378   3636605.6842   3636253.1765    2216.1431   -9919.4308      57.1811
    348  1509    526775    8375  -3761082.8372   3636605.6815   3636253.1760    2216.1447   -9919.4299      57.1789
    349  1509    526776    8376  -3761082.8384   3636605.6853   3636253.1833    2216.1428   -9919.4259      57.1859
