% 2016îN 7åé 27ì˙ 15éû 16ï™ 30.055000ïb é¿çs
%------------------------------------------------------------------------------------------------------------------------------
Observation File :  03383650.15o
Ephemeris   File :  03383650.15n
IONEX       File :  Nothing
IGS SP3     File :  Nothing
START       TIME :  2015/12/31 22: 0: 0
END         TIME :  2015/12/31 23: 7:30
Ref. Position[m] :  X = -3755383.2183,  Y = 3675126.8517,  Z = 3603381.8586

%-------------------------------------------------------------------------------------------------------------------------------
% Epoch  WEEK      ToW     ToD     X_float[m]     Y_float[m]     Z_float[m]    E_float[m]   N_float[m]   U_float[m] 
%-------------------------------------------------------------------------------------------------------------------------------
    115  1877    428220   82620  -3762367.2388   3680868.4587   3590465.6075      -0.7543      -0.0686       0.6367
    116  1877    428250   82650  -3762367.3923   3680868.4956   3590465.7765      -0.6733      -0.0059       0.8440
    117  1877    428280   82680  -3762367.3281   3680868.5195   3590465.6804      -0.7353      -0.0686       0.7655
    118  1877    428310   82710  -3762367.4420   3680868.5211   3590465.8266      -0.6567       0.0051       0.9164
    119  1877    428340   82740  -3762367.4338   3680868.4933   3590465.8622      -0.6426       0.0488       0.9157
    120  1877    428370   82770  -3762367.4555   3680868.4476   3590465.9232      -0.5948       0.1084       0.9367
    121  1877    428400   82800  -3762367.1878   3680868.3375   3590465.6258      -0.7033       0.0152       0.5471
    122  1877    428430   82830  -3762366.9516   3680868.2413   3590465.3875      -0.7997      -0.0476       0.2175
    123  1877    428460   82860  -3762366.9055   3680868.2404   3590465.3318      -0.8313      -0.0745       0.1583
    124  1877    428490   82890  -3762367.1089   3680868.3578   3590465.5507      -0.7730      -0.0229       0.4698
    125  1877    428520   82920  -3762367.1139   3680868.3868   3590465.5612      -0.7902      -0.0277       0.4954
    126  1877    428550   82950  -3762367.0655   3680868.3982   3590465.5050      -0.8323      -0.0589       0.4416
    127  1877    428580   82980  -3762367.2040   3680868.4191   3590465.6573      -0.7503       0.0023       0.6215
    128  1877    428610   83010  -3762367.1822   3680868.3052   3590465.6973      -0.6841       0.0891       0.5657
    129  1877    428640   83040  -3762367.2114   3680868.2531   3590465.7633      -0.6264       0.1524       0.5902
    130  1877    428670   83070  -3762366.9532   3680868.1734   3590465.4744      -0.7501       0.0502       0.2285
    131  1877    428700   83100  -3762366.7615   3680868.1946   3590465.2385      -0.8993      -0.0750      -0.0057
    132  1877    428730   83130  -3762366.8997   3680868.2458   3590465.3700      -0.8392      -0.0428       0.1796
    133  1877    428760   83160  -3762367.2928   3680868.3697   3590465.7736      -0.6529       0.0818       0.7112
