0.654697,-0.755891,0,,,
2018,8,24,8,12,14.9996472
0.63993,-0.768433,0,,,
0.64014,-0.768259,0,,,
2018,8,24,8,12,15.9996472
0.619127,-0.785291,0.000000    2,,,
2018,8,24,8,12,16.9996472
0.638942,-0.769255,0.000000    24,,,
0.59166,-0.806188,0.000000    24,,,
2018,8,24,8,12,17.9996472
0.621042,-0.783777,0.000000    24,,,
0.591132,-0.806574,0.000000    24,,,
2018,8,24,8,12,18.9996472
0.573723,-0.81905,0.000000    24,,,
0.564572,-0.825384,0.000000    24,,,
2018,8,24,8,12,19.9996472
0.603157,-0.797622,0.000000    24,,,
0.570548,-0.821264,0.000000    24,,,
2018,8,24,8,12,20.9996472
0.574877,-0.81824,0.000000    24,,,
0.554897,-0.831919,0.000000    24,,,
2018,8,24,8,12,21.9996472
0.6045,-0.796605,0.000000    24,,,
2018,8,24,8,12,22.9996472
0.587741,-0.809049,0.000000    24,,,
0.576132,-0.817357,0.000000    24,,,
2018,8,24,8,12,23.9996472
0.599321,-0.800508,0.000000    24,,,
0.607334,-0.794447,0.000000    24,,,
2018,8,24,8,12,24.9996472
0.591817,-0.806072,0.000000    24,,,
0.637615,-0.770355,0.000000    24,,,
2018,8,24,8,12,25.9996472
0.618461,-0.785815,0.000000    24,,,
0.616625,-0.787257,0.000000    24,,,
2018,8,24,8,12,26.9996472
0.597273,-0.802038,0.000000    24,,,
0.579903,-0.814685,0.000000    24,,,
2018,8,24,8,12,27.9996472
0.579668,-0.814853,0.000000    24,,,
2018,8,24,8,12,28.9996472
0.567123,-0.823633,0.000000    24,,,
0.576385,-0.817178,0.000000    24,,,
2018,8,24,8,12,29.9996472
0.616915,-0.78703,0.000000    24,,,
0.590381,-0.807124,0.000000    24,,,
2018,8,24,8,12,30.9996472
0.59583,-0.803111,0.000000    24,,,
0.589155,-0.80802,0.000000    24,,,
2018,8,24,8,12,31.9996472
0.602215,-0.798334,0.000000    24,,,
0.562165,-0.827025,0.000000    24,,,
2018,8,24,8,12,32.9996472
0.586202,-0.810165,0.000000    24,,,
0.603876,-0.797079,0.000000    24,,,
2018,8,24,8,12,33.9996472
0.612948,-0.790123,0.000000    24,,,
0.573227,-0.819397,0.000000    24,,,
2018,8,24,8,12,34.9996472
0.585352,-0.810779,0.000000    24,,,
2018,8,24,8,12,35.9996472
0.546137,-0.837696,0.000000    24,,,
2018,8,24,8,12,36.9996472
0.42724,-0.904138,0.000000    24,,,
0.23668,-0.971588,0.000000    24,,,
2018,8,24,8,12,37.9996472
0.387985,-0.921666,0.000000    24,,,
0.513344,-0.858183,0.000000    24,,,
2018,8,24,8,12,38.9996472
0.520334,-0.853963,0.000000    24,,,
0.555514,-0.831507,0.000000    24,,,
2018,8,24,8,12,39.9996472
0.571985,-0.820264,0.000000    24,,,
0.60741,-0.794388,0.000000    24,,,
2018,8,24,8,12,40.9996472
0.583011,-0.812464,0.000000    24,,,
0.597436,-0.801916,0.000000    24,,,
2018,8,24,8,12,41.9996472
0.596877,-0.802332,0.000000    24,,,
0.609437,-0.792834,0.000000    24,,,
2018,8,24,8,12,42.9996472
0.557583,-0.830121,0.000000    24,8,12,42.9996472
2018,8,24,8,12,43.9996472
0.525007,-0.851098,0.000000    24,,,
0.541428,-0.840747,0.000000    24,,,
2018,8,24,8,12,44.9996472
0.621922,-0.783079,0.000000    24,,,
0.569163,-0.822225,0.000000    24,,,
2018,8,24,8,12,45.9996472
0.61265,-0.790354,0.000000    24,,,
0.546216,-0.837644,0.000000    24,,,
2018,8,24,8,12,46.9996472
0.594087,-0.804401,0.000000    24,,,
0.549418,-0.835548,0.000000    24,,,
2018,8,24,8,12,47.9996472
0.604311,-0.796749,0.000000    24,,,
0.573278,-0.819361,0.000000    24,,,
2018,8,24,8,12,48.9996472
0.583094,-0.812405,0.000000    24,,,
0.560701,-0.828018,0.000000    24,,,
2018,8,24,8,12,49.9996472
0.577964,-0.816062,0.000000    24,,,
2018,8,24,8,12,50.9996472
0.55822,-0.829693,0.000000    24,,,
0.604344,-0.796723,0.000000    24,,,
0.434464,-0.900689,0.000000    24,,,
2018,8,24,8,12,51.9996472
0.413536,-0.910488,0.000000    24,,,
2018,8,24,8,12,52.9996472
0.472227,-0.881477,0.000000    24,,,
0.433957,-0.900934,0.000000    24,,,
2018,8,24,8,12,53.9996472
0.312486,-0.949922,0.000000    24,,,
0.369799,-0.929112,0.000000    24,,,
0.278051,-0.960566,0.000000    24,,,
0.226429,-0.974028,0.000000    24,,,
2018,8,24,8,12,54.9996472
0.003144,-0.999995,0.000000    24,,,
-0.19968,-0.979861,0.000000    24,,,
2018,8,24,8,12,55.9996472
-0.264835,-0.964294,0.000000    24,,,
-0.297347,-0.954769,0.000000    24,,,
-0.309846,-0.950787,0.000000    24,,,
-0.308144,-0.95134,0.000000    24,,,
-0.252965,-0.967475,0.000000    24,,,
-0.193893,-0.981023,0.000000    24,,,
2018,8,24,8,12,56.9996472
-0.044939,-0.99899,0.000000    24,,,
2018,8,24,8,12,57.9996472
0.051218,-0.998688,0.000000    24,,,
-0.373135,-0.927777,0.000000    24,,,
2018,8,24,8,12,58.9996472
0.419128,-0.907927,0.000000    24,,,
0.61827,-0.785966,0.000000    24,,,
2018,8,24,8,12,59.9996472
0.775166,-0.631758,0.000000    24,,,
0.942934,-0.33298,0.000000    24,,,
2018,8,24,8,13,0.9996472
0.845367,-0.534186,0.000000    24,,,
0.923253,-0.384194,0.000000    24,,,
0.92443,-0.381352,0.000000    24,,,
2018,8,24,8,13,1.9996472
0.912107,-0.409953,0.000000    24,,,
0.914992,-0.403472,0.000000    24,,,
2018,8,24,8,13,2.9996472
0.889716,-0.456515,0.000000    24,,,
0.911311,-0.411719,0.000000    24,,,
0.877733,-0.47915,0.000000    24,,,
2018,8,24,8,13,3.9996472
0.832863,-0.553479,0.000000    24,,,
0.828402,-0.560134,0.000000    24,,,
2018,8,24,8,13,4.9996472
0.785142,-0.619316,0.000000    24,8,13,4.9996472
0.813721,-0.581255,0.000000    24,8,13,4.9996472
2018,8,24,8,13,5.9996472
0.801521,-0.597967,0.000000    24,8,13,5.9996472
0.790147,-0.612917,0.000000    24,8,13,5.9996472
2018,8,24,8,13,6.9996472
0.762264,-0.647266,0.000000    24,8,13,6.9996472
0.767476,-0.641078,0.000000    24,8,13,6.9996472
2018,8,24,8,13,7.9996472
0.723948,-0.689854,0.000000    24,8,13,7.9996472
0.786642,-0.61741,0.000000    24,8,13,7.9996472
2018,8,24,8,13,8.9996472
0.779362,-0.626573,0.000000    24,8,13,8.9996472
2018,8,24,8,13,9.9996472
0.897046,-0.441937,0.000000    24,8,13,9.9996472
0.857445,-0.514576,0.000000    24,8,13,9.9996472
2018,8,24,8,13,10.9996472
0.86198,-0.506942,0.000000    24,8,13,10.9996472
0.801279,-0.598291,0.000000    24,8,13,10.9996472
2018,8,24,8,13,11.9996472
0.879348,-0.47618,0.000000    24,8,13,11.9996472
0.808483,-0.588519,0.000000    24,8,13,11.9996472
2018,8,24,8,13,12.9996472
0.881742,-0.471732,0.000000    24,8,13,12.9996472
2018,8,24,8,13,13.9996472
0.822828,-0.56829,0.000000    24,,,
0.858345,-0.513073,0.000000    24,,,
2018,8,24,8,13,14.9996472
0.744436,-0.667694,0.000000    24,,,
0.827481,-0.561494,0.000000    24,,,
2018,8,24,8,13,15.9996472
0.760216,-0.649671,0.000000    24,,,
0.801119,-0.598505,0.000000    24,,,
2018,8,24,8,13,16.9996472
0.825434,-0.564498,0.000000    24,,,
0.798922,-0.601435,0.000000    24,,,
2018,8,24,8,13,17.9996472
0.705618,-0.708592,0.000000    24,,,
0.779846,-0.625971,0.000000    24,,,
2018,8,24,8,13,18.9996472
0.734287,-0.678839,0.000000    24,,,
0.815602,-0.578614,0.000000    24,,,
2018,8,24,8,13,19.9996472
0.803292,-0.595585,0.000000    24,,,
0.863115,-0.505008,0.000000    24,,,
2018,8,24,8,13,20.9996472
0.839544,-0.543291,0.000000    24,8,13,12.9996472
2018,8,24,8,13,21.9996472
0.867405,-0.497603,0.000000    24,8,13,12.9996472
0.79807,-0.602565,0.000000    24,8,13,12.9996472
2018,8,24,8,13,22.9996472
0.856784,-0.515676,0.000000    24,8,13,12.9996472
0.858714,-0.512455,0.000000    24,8,13,12.9996472
2018,8,24,8,13,23.9996472
0.863282,-0.504721,0.000000    24,8,13,12.9996472
0.828396,-0.560143,0.000000    24,8,13,12.9996472
2018,8,24,8,13,24.9996472
0.842893,-0.538081,0.000000    24,8,13,12.9996472
0.814032,-0.58082,0.000000    24,8,13,12.9996472
2018,8,24,8,13,25.9996472
0.836041,-0.548667,0.000000    24,8,13,12.9996472
0.829764,-0.558114,0.000000    24,8,13,12.9996472
2018,8,24,8,13,26.9996472
0.845488,-0.533994,0.000000    24,8,13,12.9996472
0.862665,-0.505776,0.000000    24,8,13,12.9996472
2018,8,24,8,13,27.9996472
0.845509,-0.533961,0.000000    24,8,13,12.9996472
0.852997,-0.521916,0.000000    24,8,13,12.9996472
2018,8,24,8,13,28.9996472
0.865123,-0.50156,0.000000    24,8,13,12.9996472
2018,8,24,8,13,29.9996472
0.828049,-0.560656,0.000000    24,8,13,12.9996472
0.897479,-0.441058,0.000000    24,8,13,12.9996472
2018,8,24,8,13,30.9996472
0.866406,-0.499341,0.000000    24,8,13,12.9996472
0.857701,-0.514149,0.000000    24,8,13,12.9996472
2018,8,24,8,13,31.9996472
0.809061,-0.587724,0.000000    24,8,13,12.9996472
0.685369,-0.728196,0.000000    24,8,13,12.9996472
2018,8,24,8,13,32.9996472
0.667722,-0.744411,0.000000    24,8,13,12.9996472
0.729903,-0.683551,0.000000    24,8,13,12.9996472
2018,8,24,8,13,33.9996472
0.505482,-0.862837,0.000000    24,8,13,12.9996472
2018,8,24,8,13,34.9996472
0.573669,-0.819087,0.000000    24,8,13,12.9996472
0.478064,-0.878325,0.000000    24,8,13,12.9996472
2018,8,24,8,13,35.9996472
0.620037,-0.784573,0.000000    24,8,13,12.9996472
2018,8,24,8,13,36.9996472
0.758051,-0.652195,0.000000    24,8,13,12.9996472
2018,8,24,8,13,37.9996472
0.814048,-0.580798,0.000000    24,8,13,12.9996472
0.820772,-0.571256,0.000000    24,8,13,12.9996472
2018,8,24,8,13,38.9996472
0.858183,-0.513344,0.000000    24,8,13,12.9996472
0.812475,-0.582996,0.000000    24,8,13,12.9996472
2018,8,24,8,13,39.9996472
0.840974,-0.541076,0.000000    24,8,13,12.9996472
0.836746,-0.547591,0.000000    24,8,13,12.9996472
2018,8,24,8,13,40.9996472
0.79097,-0.611855,0.000000    24,8,13,12.9996472
2018,8,24,8,13,41.9996472
0.801659,-0.597782,0.000000    24,8,13,12.9996472
0.794649,-0.607069,0.000000    24,8,13,12.9996472
2018,8,24,8,13,42.9996472
0.739375,-0.673294,0.000000    24,8,13,42.9996472
0.779601,-0.626277,0.000000    24,8,13,42.9996472
2018,8,24,8,13,43.9996472
0.793716,-0.608288,0.000000    24,8,13,43.9996472
0.83018,-0.557496,0.000000    24,8,13,43.9996472
2018,8,24,8,13,44.9996472
0.787609,-0.616175,0.000000    24,8,13,44.9996472
0.814365,-0.580353,0.000000    24,8,13,44.9996472
2018,8,24,8,13,45.9996472
0.739128,-0.673565,0.000000    24,8,13,45.9996472
0.824825,-0.565388,0.000000    24,8,13,45.9996472
2018,8,24,8,13,46.9996472
0.75982,-0.650133,0.000000    24,8,13,46.9996472
2018,8,24,8,13,47.9996472
0.742645,-0.669685,0.000000    24,8,13,47.9996472
0.730761,-0.682633,0.000000    24,8,13,47.9996472
2018,8,24,8,13,48.9996472
0.752351,-0.658762,0.000000    24,8,13,48.9996472
0.735703,-0.677304,0.000000    24,8,13,48.9996472
2018,8,24,8,13,49.9996472
0.755676,-0.654946,0.000000    24,8,13,49.9996472
0.742327,-0.670038,0.000000    24,8,13,49.9996472
2018,8,24,8,13,50.9996472
0.767371,-0.641203,0.000000    24,8,13,50.9996472
0.700845,-0.713314,0.000000    24,8,13,50.9996472
2018,8,24,8,13,51.9996472
0.749338,-0.662187,0.000000    24,8,13,51.9996472
0.764433,-0.644703,0.000000    24,8,13,51.9996472
2018,8,24,8,13,52.9996472
0.847646,-0.530562,0.000000    24,8,13,52.9996472
2018,8,24,8,13,53.9996472
0.782652,-0.622459,0.000000    24,8,13,53.9996472
0.827649,-0.561246,0.000000    24,8,13,53.9996472
0.75022,-0.661189,0.000000    24,8,13,53.9996472
2018,8,24,8,13,54.9996472
0.782293,-0.622911,0.000000    24,8,13,54.9996472
2018,8,24,8,13,55.9996472
0.803846,-0.594838,0.000000    24,8,13,55.9996472
2018,8,24,8,13,56.9996472
0.809021,-0.587779,0.000000    24,8,13,56.9996472
0.814718,-0.579857,0.000000    24,8,13,56.9996472
2018,8,24,8,13,57.9996472
0.765411,-0.643542,0.000000    24,8,13,57.9996472
0.814836,-0.579692,0.000000    24,8,13,57.9996472
2018,8,24,8,13,58.9996472
0.827462,-0.561521,0.000000    24,8,13,58.9996472
2018,8,24,8,13,59.9996472
0.81649,-0.577359,0.000000    24,8,13,59.9996472
0.831767,-0.555125,0.000000    24,8,13,59.9996472
2018,8,24,8,14,0.9996472
0.774584,-0.632471,0.000000    24,8,14,0.9996472
2018,8,24,8,14,1.9996472
0.831754,-0.555144,0.000000    24,8,14,1.9996472
0.806319,-0.591481,0.000000    24,8,14,1.9996472
2018,8,24,8,14,2.9996472
0.882115,-0.471033,0.000000    24,8,14,2.9996472
