2018,8,24,8,11,45.9996472
0.745901,-0.666057,0,,,45.9996472
2018,8,24,8,11,46.9996472
0.733676,-0.679499,0,,,
0.650217,-0.759749,0,,,
2018,8,24,8,11,47.9996472
0.685577,-0.728,0,,,
0.630351,-0.77631,0,,,
2018,8,24,8,11,48.9996472
0.624102,-0.781343,0,,,
0.623473,-0.781845,0,,,
2018,8,24,8,11,49.9996472
0.691602,-0.722279,0,8,11,49.9996472
2018,8,24,8,11,50.9996472
0.680089,-0.733129,0,,,
0.66377,-0.747937,0,,,
2018,8,24,8,11,51.9996472
0.655168,-0.755483,0,,,
0.6555,-0.755196,0,,,
2018,8,24,8,11,52.9996472
0.620963,-0.78384,0.000000    24,,,
0.67166,-0.740859,0.000000    24,,,
2018,8,24,8,11,53.9996472
0.623988,-0.781434,0.000000    24,,,
0.659312,-0.751869,0.000000    24,,,
2018,8,24,8,11,54.9996472
0.631209,-0.775613,0.000000    24,,,
2018,8,24,8,11,55.9996472
0.649751,-0.760148,0.000000    24,,,
0.641233,-0.767347,0.000000    24,,,
2018,8,24,8,11,56.9996472
0.652366,-0.757904,0.000000    24,,,
0.642194,-0.766542,0.000000    24,,,
2018,8,24,8,11,57.9996472
0.677013,-0.735971,0.000000    24,,,
0.62438,-0.781121,0.000000    24,,,
2018,8,24,8,11,58.9996472
0.644376,-0.764709,0.000000    24,,,
0.654707,-0.755883,0.000000    24,,,
2018,8,24,8,11,59.9996472
0.665376,-0.746508,0.000000    24,,,
2018,8,24,8,12,0.9996472
0.65234,-0.757927,0.000000    24,,,
0.64297,-0.765892,0.000000    24,,,
2018,8,24,8,12,1.9996472
0.606078,-0.795405,0.000000    24,,,
0.640391,-0.768049,0.000000    24,,,
2018,8,24,8,12,2.9996472
0.610396,-0.792097,0.000000    24,,,
0.646197,-0.76317,0.000000    24,,,
2018,8,24,8,12,3.9996472
0.608164,-0.793811,0.000000    24,,,
2018,8,24,8,12,4.9996472
0.650006,-0.759929,0.000000    24,,,
0.643696,-0.765281,0.000000    24,,,
2018,8,24,8,12,5.9996472
0.644309,-0.764765,0.000000    24,,,
0.616507,-0.787349,0.000000    24,,,
2018,8,24,8,12,6.9996472
0.650734,-0.759306,0.000000    24,,,
0.619939,-0.78465,0.000000    24,,,
2018,8,24,8,12,7.9996472
0.632229,-0.774782,0.000000    24,,,
0.614105,-0.789224,0.000000    24,,,
2018,8,24,8,12,8.9996472
0.65589,-0.754856,0.000000    24,,,
0.642087,-0.766632,0.000000    24,,,
2018,8,24,8,12,9.9996472
0.659337,-0.751848,0.000000    24,,,
2018,8,24,8,12,10.9996472
0.650173,-0.759786,0,,,
0.647131,-0.762379,0,,,
2018,8,24,8,12,11.9996472
0.637076,-0.770801,0,,,
0.656161,-0.754621,0,,,
2018,8,24,8,12,12.9996472
0.64939,-0.760456,0,,,
0.679353,-0.733812,0,,,
2018,8,24,8,12,13.9996472
0.635381,-0.772199,0,,,
