-0.997087,0.076266,0,,,,,,,,
2018,10,5,6,28,58.0000143,,,,,
-0.997531,0.070226,0,,,,,,,,
-0.997042,0.076863,0,,,,,,,,
2018,10,5,6,28,59.0000143,,,,,
-0.995697,0.092666,0,,,,,,,,
-0.997437,0.071553,0,,,,,,,,
2018,10,5,6,29,0.0000143,,,,,
-0.997038,0.076904,0,,,,,,,,
-0.996931,0.078291,0,,,,,,,,
2018,10,5,6,29,1.0000143,,,,,
-0.9969,0.078684,0,,,,,,,,
-0.995727,0.092346,0,,,,,,,,
2018,10,5,6,29,2.0000143,,,,,
-0.996102,0.088208,0,,,,,,,,
2018,10,5,6,29,3.0000143,,,,,
-0.995275,0.097092,0,,,,,,,,
-0.995747,0.092128,0,,,,,,,,
2018,10,5,6,29,4.0000143,,,,,
-0.995993,0.089432,0,,,,,,,,
-0.996162,0.087528,0,,,,,,,,
2018,10,5,6,29,5.0000143,,,,,
-0.995523,0.094524,0,,,,,,,,
-0.99499,0.099978,0,,,,,,,,
2018,10,5,6,29,6.0000143,,,,,
-0.99451,0.104642,0,,,,,,,,
-0.995991,0.089452,0,,,,,,,,
2018,10,5,6,29,7.0000143,,,,,
-0.99582,0.091339,0,,,,,,,,
2018,10,5,6,29,8.0000143,,,,,
-0.996212,0.086958,0,,,,,,,,
-0.996453,0.084153,0,,,,,,,,
2018,10,5,6,29,9.0000143,,,,,
-0.995911,0.090345,0,,,,,,,,
-0.996165,0.087496,0,,,,,,,,
2018,10,5,6,29,10.0000143,,,,,
-0.996471,0.083937,0,,,,,,,,
2018,10,5,6,29,11.0000143,,,,,
-0.996781,0.080174,0,,,,,,,,
-0.996626,0.08208,0,,,,,,,,
2018,10,5,6,29,12.0000143,,,,,
-0.996866,0.079107,0,,,,,,,,
-0.997442,0.071477,0,,,,,,,,
2018,10,5,6,29,13.0000143,,,,,
-0.997491,0.070796,0,,,,,,,,
-0.996935,0.078236,0,,,,,,,,
2018,10,5,6,29,14.0000143,,,,,
-0.996933,0.078257,0,,,,,,,,
-0.997094,0.076186,0,,,,,,,,
2018,10,5,6,29,15.0000143,,,,,
-0.996259,0.086419,0,,,,,,,,
-0.996825,0.079619,0,,,,,,,,
2018,10,5,6,29,16.0000143,,,,,
-0.997321,0.073144,0,,,,,,,,
-0.996857,0.079218,0,,,,,,,,
2018,10,5,6,29,17.0000143,,,,,
-0.997259,0.073996,0,,,,,,,,
2018,10,5,6,29,18.0000143,,,,,
-0.997641,0.068651,0,,,,,,,,
-0.997841,0.065674,0,,,,,,,,
2018,10,5,6,29,19.0000143,,,,,
-0.997779,0.066609,0,,,,,,,,
-0.997321,0.073155,0,,,,,,,,
2018,10,5,6,29,20.0000143,,,,,
-0.996521,0.083343,0,,,,,,,,
-0.997038,0.076909,0,,,,,,,,
2018,10,5,6,29,21.0000143,,,,,
-0.997535,0.070165,0,,,,,,,,
-0.997405,0.071995,0,,,,,,,,
2018,10,5,6,29,22.0000143,,,,,
