-0.996052,0.088771,0,,,,,,,,
2018,10,5,6,27,43.0000143,,,,,
-0.994918,0.100685,0,,,,,,,,
2018,10,5,6,27,44.0000143,,,,,
-0.996089,0.088356,0,,,,,,,,
-0.996849,0.079325,0,,,,,,,,
2018,10,5,6,27,45.0000143,,,,,
-0.997554,0.069897,0,,,,,,,,
-0.997783,0.066547,0,,,,,,,,
2018,10,5,6,27,46.0000143,,,,,
-0.996555,0.08294,0,,,,,,,,
2018,10,5,6,27,47.0000143,,,,,
-0.998155,0.060722,0,,,,,,,,
-0.996829,0.079574,0,,,,,,,,
2018,10,5,6,27,48.0000143,,,,,
-0.997353,0.072708,0,,,,,,,,
-0.996952,0.078023,0,,,,,,,,
2018,10,5,6,27,49.0000143,,,,,
-0.996969,0.077796,0,,,,,,,,
-0.997496,0.070728,0,,,,,,,,
2018,10,5,6,27,50.0000143,,,,,
-0.99747,0.071089,0,,,,,,,,
2018,10,5,6,27,51.0000143,,,,,
-0.99712,0.075846,0,,,,,,,,
-0.996702,0.081147,0,,,,,,,,
2018,10,5,6,27,52.0000143,,,,,
-0.996818,0.079707,0,,,,,,,,
-0.996701,0.081156,0,,,,,,,,
2018,10,5,6,27,53.0000143,,,,,
-0.99615,0.087661,0,,,,,,,,
-0.996091,0.088331,0,,,,,,,,
2018,10,5,6,27,54.0000143,,,,,
-0.995771,0.091866,0,,,,,,,,
2018,10,5,6,27,55.0000143,,,,,
-0.996143,0.087743,0,,,,,,,,
-0.995895,0.090521,0,,,,,,,,
2018,10,5,6,27,56.0000143,,,,,
-0.99621,0.086979,0,,,,,,,,
-0.996352,0.085333,0,,,,,,,,
2018,10,5,6,27,57.0000143,,,,,
-0.995248,0.097374,0,,,,,,,,
-0.995908,0.090377,0,,,,,,,,
2018,10,5,6,27,58.0000143,,,,,
-0.996271,0.086277,0,,,,,,,,
2018,10,5,6,27,59.0000143,,,,,
-0.996303,0.085906,0,,,,,,,,
-0.996584,0.082584,0,,,,,,,,
2018,10,5,6,28,0.0000143,,,,,
-0.9961,0.088227,0,,,,,,,,
-0.997852,0.065509,0,,,,,,,,
2018,10,5,6,28,1.0000143,,,,,
-0.997608,0.069132,0,,,,,,,,
-0.998071,0.062087,0,,,,,,,,
2018,10,5,6,28,2.0000143,,,,,
-0.997695,0.067859,0,,,,,,,,
2018,10,5,6,28,3.0000143,,,,,
-0.997882,0.065043,0,,,,,,,,
-0.998051,0.062407,0,,,,,,,,
2018,10,5,6,28,4.0000143,,,,,
-0.998348,0.05745,0,,,,,,,,
-0.99769,0.067933,0,,,,,,,,
2018,10,5,6,28,5.0000143,,,,,
-0.997915,0.064544,0,,,,,,,,
-0.997311,0.073291,0,,,,,,,,
2018,10,5,6,28,6.0000143,,,,,
-0.997409,0.071945,0,,,,,,,,
-0.996896,0.078728,0,,,,,,,,
2018,10,5,6,28,7.0000143,,,,,
-0.997332,0.073005,0,,,,,,,,
2018,10,5,6,28,8.0000143,,,,,
-0.996715,0.080983,0,,,,,,,,
-0.997833,0.065801,0,,,,,,,,
2018,10,5,6,28,9.0000143,,,,,
-0.997381,0.072325,0,,,,,,,,
-0.997397,0.072112,0,,,,,,,,
2018,10,5,6,28,10.0000143,,,,,
-0.997953,0.063953,0,,,,,,,,
-0.997352,0.072727,0,,,,,,,,
2018,10,5,6,28,11.0000143,,,,,
-0.996864,0.079128,0,,,,,,,,
-0.997212,0.074616,0,,,,,,,,
2018,10,5,6,28,12.0000143,,,,,
-0.997084,0.076317,0,,,,,,,,
2018,10,5,6,28,13.0000143,,,,,
-0.999425,0.033909,0,,,,,,,,
-0.999713,0.023963,0,,,,,,,,
-0.999737,0.022947,0,,,,,,,,
-0.998739,0.050204,0,,,,,,,,
2018,10,5,6,28,14.0000143,,,,,
-0.998249,0.059157,0,,,,,,,,
-0.999363,0.035699,0,,,,,,,,
-0.998813,0.048716,0,,,,,,,,
2018,10,5,6,28,15.0000143,,,,,
-0.999298,0.037459,0,,,,,,,,
-0.999625,0.027386,0,,,,,,,,
-0.999881,0.015428,0,,,,,,,,
2018,10,5,6,28,16.0000143,,,,,
-0.998874,0.047447,0,,,,,,,,
-0.998514,0.054494,0,,,,,,,,
2018,10,5,6,28,17.0000143,,,,,
-0.995885,0.090625,0,,,,,,,,
-0.995958,0.089819,0,,,,,,,,
2018,10,5,6,28,18.0000143,,,,,
-0.993305,0.115521,0,,,,,,,,
-0.995459,0.095193,0,,,,,,,,
2018,10,5,6,28,19.0000143,,,,,
-0.994193,0.107616,0,,,,,,,,
-0.995226,0.097594,0,,,,,,,,
2018,10,5,6,28,20.0000143,,,,,
-0.9944,0.105684,0,,,,,,,,
2018,10,5,6,28,21.0000143,,,,,
-0.994779,0.102056,0,,,,,,,,
-0.994218,0.107383,0,,,,,,,,
2018,10,5,6,28,22.0000143,,,,,
-0.996256,0.086454,0,,,,,,,,
-0.994766,0.102175,0,,,,,,,,
2018,10,5,6,28,23.0000143,,,,,
-0.994609,0.103694,0,,,,,,,,
-0.991676,0.128757,0,,,,,,,,
2018,10,5,6,28,24.0000143,,,,,
-0.995426,0.095531,0,,,,,,,,
-0.992831,0.119527,0,,,,,,,,
2018,10,5,6,28,25.0000143,,,,,
-0.995397,0.095842,0,,,,,,,,
2018,10,5,6,28,26.0000143,,,,,
-0.993599,0.112969,0,,,,,,,,
-0.994437,0.105332,0,,,,,,,,
2018,10,5,6,28,27.0000143,,,,,
-0.993325,0.115348,0,,,,,,,,
-0.993571,0.113209,0,,,,,,,,
2018,10,5,6,28,28.0000143,,,,,
-0.99436,0.106058,0,,,,,,,,
-0.994095,0.108514,0,,,,,,,,
2018,10,5,6,28,29.0000143,,,,,
-0.991795,0.127838,0,,,,,,,,
-0.993584,0.113099,0,,,,,,,,
2018,10,5,6,28,30.0000143,,,,,
-0.992117,0.125315,0,,,,,,,,
2018,10,5,6,28,31.0000143,,,,,
-0.990766,0.135584,0,,,,,-1.980674,0.277299,0,1
-0.989908,0.141715,0,,,,,,,,
2018,10,5,6,28,32.0000143,,,,,
-0.992152,0.125041,0,,,,,-1.982535,0.263391,0,2
-0.990383,0.13835,0,,,,,,,,
2018,10,5,6,28,33.0000143,,,,,
-0.991446,0.13052,0,,,,,-1.984871,0.245007,0,3
-0.993425,0.114487,0,,,,,,,,
2018,10,5,6,28,34.0000143,,,,,
-0.990935,0.134342,0,,,,,-1.982168,0.266465,0,
-0.991233,0.132123,0,,,,,,,,
2018,10,5,6,28,35.0000143,,,,,
-0.989414,0.145121,0,,,,,,,,
2018,10,5,6,28,36.0000143,,,,,
-0.990345,0.138627,0,,,,,-1.97845,0.29241,0,
-0.988105,0.153783,0,,,,,,,,
2018,10,5,6,28,37.0000143,,,,,
-0.987432,0.158047,0,,,,,-1.978679,0.290068,0,
-0.991247,0.132021,0,,,,,,,,
2018,10,5,6,28,38.0000143,,,,,
-0.990481,0.137652,0,,,,,-1.983026,0.259534,0,
-0.992545,0.121882,0,,,,,,,,
2018,10,5,6,28,39.0000143,,,,,
-0.990217,0.139539,0,,,,,-1.981649,0.270164,0,
-0.991432,0.130625,0,,,,,,,,
2018,10,5,6,28,40.0000143,,,,,
-0.993729,0.111817,0,,,,,,,,
-0.993758,0.111561,0,,,,,,,,
2018,10,5,6,28,41.0000143,,,,,
-0.99363,0.112689,0,,,,,,,,
2018,10,5,6,28,42.0000143,,,,,
-0.99155,0.129722,0,,,,,,,,
-0.991238,0.132088,0,,,,,,,,
2018,10,5,6,28,43.0000143,,,,,
-0.99072,0.135917,0,,,,,,,,
-0.991872,0.127236,0,,,,,,,,
2018,10,5,6,28,44.0000143,,,,,
-0.991483,0.130235,0,,,,,,,,
-0.99004,0.140789,0,,,,,,,,
2018,10,5,6,28,45.0000143,,,,,
-0.990117,0.140245,0,,,,,,,,
-0.990385,0.138338,0,,,,,,,,
2018,10,5,6,28,46.0000143,,,,,
-0.992418,0.122911,0,,,,,,,,
-0.990245,0.139341,0,,,,,,,,
2018,10,5,6,28,47.0000143,,,,,
-0.991721,0.12841,0,,,,,,,,
2018,10,5,6,28,48.0000143,,,,,
-0.98806,0.154067,0,,,,,,,,
-0.991628,0.129131,0,,,,,,,,
2018,10,5,6,28,49.0000143,,,,,
-0.987185,0.159579,0,,,,,,,,
-0.992157,0.124999,0,,,,,,,,
2018,10,5,6,28,50.0000143,,,,,
-0.98854,0.15096,0,,,,,,,,
-0.992004,0.126204,0,,,,,,,,
2018,10,5,6,28,51.0000143,,,,,
-0.988646,0.150261,0,,,,,,,,
2018,10,5,6,28,52.0000143,,,,,
-0.992714,0.120495,0,,,,,,,,
-0.988293,0.152567,0,,,,,,,,
2018,10,5,6,28,53.0000143,,,,,
-0.989718,0.143029,0,,,,,-1.979499,0.285625,0,
-0.989781,0.142596,0,,,,,,,,
2018,10,5,6,28,54.0000143,,,,,
-0.99308,0.117437,0,,,,,-1.988806,0.209797,0,
-0.995726,0.09236,0,,,,,,,,
2018,10,5,6,28,55.0000143,,,,,
-0.998112,0.061422,0,,,,,-1.994187,0.149934,0,
-0.996075,0.088512,0,,,,,,,,
2018,10,5,6,28,56.0000143,,,,,
-0.996992,0.077504,0,,,,,,,,
2018,10,5,6,28,57.0000143,,,,,
-0.9964,0.084778,0,,,,,,,,
