% 2016îN 12åé 26ì˙ 14éû 30ï™ 15.485000ïb é¿çs
%------------------------------------------------------------------------------------------------------------------------------
Observation File :  AndroidOBS.16o
Ephemeris_N File :  AndroidOBS.16n
Ephemeris_G File :  Nothing
IONEX       File :  Nothing
IGS SP3     File :  Nothing
START       TIME :  2016/12/22  5:48:11
END         TIME :  2016/12/22  5:51: 1
True Position[m] :  X = -3761063.4990,  Y = 3636647.5780,  Z = 3636362.7670

%------------------------------------------------------------------------------------------------------------------------------
% Epoch  WEEK      ToW     ToD        X[m]           Y[m]           Z[m]          East[m]     North[m]        Up[m] 
%------------------------------------------------------------------------------------------------------------------------------
      1  1928    366491   20891  -3761068.2753   3636643.6161   3636367.9844       6.1683       3.8851       3.5482
      2  1928    366492   20892  -3761066.4803   3636643.0135   3636369.3747       5.3537       6.0042       2.9448
      3  1928    366493   20893  -3761068.8073   3636639.3338   3636367.2983       9.6166       4.8103       1.0292
      4  1928    366494   20894  -3761070.8724   3636639.7193   3636366.7893      10.7749       3.3884       2.1734
      5  1928    366495   20895  -3761072.3289   3636639.5769   3636366.0989      11.8898       2.2793       2.5543
      6  1928    366496   20896  -3761073.0063   3636641.7246   3636366.6013      10.8167       1.5557       4.4646
      7  1928    366497   20897  -3761074.0446   3636644.5729   3636367.3207       9.4907       0.5821       7.1108
      8  1928    366498   20898  -3761074.9220   3636646.7039   3636367.0140       8.5687      -0.8800       8.6653
      9  1928    366499   20899  -3761074.6917   3636647.5760   3636366.4266       7.7817      -1.6140       8.6896
     10  1928    366500   20900  -3761074.3444   3636651.7350   3636369.4225       4.5503      -0.6737      12.5714
     11  1928    366501   20901  -3761074.6247   3636654.9228   3636371.6611       2.4535      -0.2255      15.8354
     12  1928    366502   20902  -3761075.1621   3636658.3983   3636374.5817       0.3285       0.5609      19.8058
     13  1928    366504   20904  -3761074.5581   3636660.6110   3636376.9991      -1.6820       1.9086      22.0962
     14  1928    366505   20905  -3761073.6340   3636662.3012   3636378.1957      -3.5394       2.5964      23.2006
     15  1928    366506   20906  -3761072.6106   3636663.7924   3636379.7873      -5.3229       3.7279      24.3595
     16  1928    366507   20907  -3761071.8875   3636664.4230   3636380.7679      -6.2789       4.5781      24.8550
     17  1928    366507   20907  -3761071.3689   3636664.7332   3636381.1731      -6.8623       5.0003      24.9585
     18  1928    366508   20908  -3761071.4831   3636665.6306   3636381.7451      -7.4281       5.0642      25.8649
     19  1928    366509   20909  -3761071.9117   3636666.0038   3636381.9636      -7.3985       4.9178      26.4551
     20  1928    366510   20910  -3761072.5633   3636666.5572   3636382.9605      -7.3434       5.2455      27.7256
     21  1928    366511   20911  -3761073.1014   3636666.7571   3636383.7260      -7.1130       5.5713      28.5953
     22  1928    366512   20912  -3761073.6002   3636666.3915   3636384.4350      -6.5034       6.0922      29.0873
     23  1928    366513   20913  -3761073.9725   3636665.8973   3636384.9690      -5.8894       6.5732      29.3313
     24  1928    366514   20914  -3761074.4356   3636665.5160   3636385.4720      -5.2933       6.9465      29.6753
     25  1928    366515   20915  -3761074.8721   3636665.0732   3636385.7576      -4.6716       7.1771      29.8440
     26  1928    366516   20916  -3761075.3251   3636664.2140   3636386.2264      -3.7390       7.7169      29.8902
     27  1928    366517   20917  -3761075.9878   3636663.5407   3636386.8371      -2.7944       8.2124      30.2473
     28  1928    366518   20918  -3761076.6469   3636662.8021   3636387.0292      -1.8052       8.3925      30.3249
     29  1928    366519   20919  -3761077.2048   3636662.2160   3636387.2414      -0.9961       8.5700      30.4414
     30  1928    366520   20920  -3761077.9786   3636662.2600   3636387.9145      -0.4898       8.7850      31.3081
     31  1928    366521   20921  -3761078.8664   3636662.5708   3636388.5477      -0.0962       8.8140      32.3711
     32  1928    366522   20922  -3761079.4800   3636662.5337   3636388.4558       0.3570       8.5006      32.6587
     33  1928    366523   20923  -3761080.3122   3636662.6346   3636388.3471       0.8630       8.0284      33.1441
     34  1928    366524   20924  -3761081.2674   3636663.3826   3636388.5100       0.9892       7.4700      34.2261
     35  1928    366525   20925  -3761081.8385   3636664.1042   3636388.3665       0.8674       6.8295      34.8912
     36  1928    366526   20926  -3761082.3336   3636665.0107   3636388.2663       0.5599       6.1820      35.6416
     37  1928    366527   20927  -3761082.7281   3636665.7302   3636387.7996       0.3169       5.3504      36.0162
     38  1928    366528   20928  -3761083.1363   3636666.6837   3636387.6208      -0.0848       4.6556      36.6972
     39  1928    366529   20929  -3761083.5567   3636667.7043   3636387.5381      -0.5263       4.0079      37.4786
     40  1928    366530   20930  -3761083.7793   3636668.5527   3636387.5286      -0.9815       3.5702      38.0875
     41  1928    366531   20931  -3761083.9557   3636669.4036   3636387.5003      -1.4705       3.1353      38.6598
     42  1928    366532   20932  -3761084.1223   3636670.4190   3636387.5450      -2.0848       2.6985      39.3619
     43  1928    366533   20933  -3761084.1077   3636671.2081   3636387.7613      -2.6622       2.5672      39.9267
     44  1928    366534   20934  -3761084.0436   3636671.8709   3636388.0090      -3.1832       2.5325      40.4084
     45  1928    366535   20935  -3761083.9191   3636672.3155   3636388.3253      -3.5894       2.6658      40.7696
     46  1928    366536   20936  -3761083.7969   3636672.5513   3636388.6716      -3.8438       2.9059      41.0304
     47  1928    366537   20937  -3761083.8111   3636672.8409   3636388.8734      -4.0421       2.9500      41.3195
     48  1928    366538   20938  -3761084.0409   3636673.3262   3636389.6208      -4.2313       3.2742      42.1597
     49  1928    366539   20939  -3761084.1942   3636673.5082   3636390.2201      -4.2556       3.6295      42.6973
     50  1928    366540   20940  -3761084.1550   3636673.2621   3636390.3767      -4.1059       3.8720      42.6238
     51  1928    366541   20941  -3761084.1456   3636673.0188   3636390.5992      -3.9375       4.1552      42.6072
     52  1928    366542   20942  -3761084.1805   3636672.5086   3636390.7147      -3.5465       4.4388      42.4035
     53  1928    366543   20943  -3761084.2024   3636671.7703   3636390.6045      -3.0005       4.6338      41.9327
     54  1928    366544   20944  -3761084.1564   3636671.1609   3636390.5723      -2.5944       4.8691      41.5401
     55  1928    366545   20945  -3761083.9512   3636670.4660   3636390.4896      -2.2374       5.1629      40.9760
     56  1928    366546   20946  -3761083.9528   3636670.2503   3636390.6935      -2.0813       5.4153      40.9710
