% 2017îN 1åé 20ì˙ 16éû 3ï™ 36.924000ïb é¿çs
%------------------------------------------------------------------------------------------------------------------------------
Observation File :  AndroidOBS.17o
Ephemeris_N File :  AndroidOBS.17n
Ephemeris_G File :  Nothing
IONEX       File :  Nothing
IGS SP3     File :  Nothing
START       TIME :  2017/ 1/19  6:10:13
END         TIME :  2017/ 1/19  6:14:17
True Position[m] :  X = -3761063.4990,  Y = 3636647.5780,  Z = 3636362.7670

%------------------------------------------------------------------------------------------------------------------------------
% Epoch  WEEK      ToW     ToD        X[m]           Y[m]           Z[m]          East[m]     North[m]        Up[m] 
%------------------------------------------------------------------------------------------------------------------------------
      1  1932    367814   22214  -3761155.8880   3636732.3273   3636319.4009       3.2951    -107.3850      77.8228
      2  1932    367815   22215  -3761156.1013   3636729.0462   3636316.0756       5.8020    -108.8898      74.1733
      3  1932    367816   22216  -3761155.1580   3636725.4758   3636315.7825       7.7131    -107.3183      71.4162
      4  1932    367817   22217  -3761154.5249   3636723.3518   3636313.8193       8.7999    -107.8194      68.7081
      5  1932    367818   22218  -3761151.4899   3636722.5957   3636313.8792       7.2339    -106.2181      66.5242
      6  1932    367818   22218  -3761149.0987   3636721.8580   3636313.6562       6.1021    -105.1212      64.5677
      7  1932    367820   22220  -3761149.3329   3636719.6241   3636312.0248       7.8708    -105.6642      62.4981
      8  1932    367821   22221  -3761149.8480   3636717.0237   3636309.8000      10.0982    -106.6629      60.0450
      9  1932    367822   22222  -3761149.3334   3636716.6373   3636308.5750      10.0184    -107.3006      58.8195
     10  1932    367823   22223  -3761146.7893   3636715.7000   3636306.6243       8.9237    -107.4768      55.6688
     11  1932    367824   22224  -3761146.8885   3636714.8047   3636305.1225       9.6363    -108.3913      54.3563
     12  1932    367825   22225  -3761148.6105   3636714.5173   3636304.6042      11.0400    -109.4111      54.9097
     13  1932    367826   22226  -3761148.5046   3636714.8282   3636302.2520      10.7428    -111.4186      53.6758
     14  1932    367827   22227  -3761148.8019   3636714.4607   3636300.6804      11.2136    -112.6823      52.7406
     15  1932    367828   22228  -3761148.2126   3636713.6357   3636299.0885      11.3971    -113.4150      51.0109
     16  1932    367829   22229  -3761148.7448   3636712.7236   3636297.1134      12.4227    -114.8891      49.6726
     17  1932    367829   22229  -3761149.1260   3636711.9173   3636295.3472      13.2674    -116.1719      48.4253
     18  1932    367831   22231  -3761148.7801   3636710.8152   3636294.6409      13.8192    -116.1689      47.1890
     19  1932    367832   22232  -3761149.4061   3636710.4119   3636292.7256      14.5443    -117.8354      46.2299
     20  1932    367833   22233  -3761150.9183   3636710.2742   3636291.2155      15.6945    -119.6411      46.1764
     21  1932    367834   22234  -3761150.7232   3636710.8330   3636289.4122      15.1571    -121.2609      45.3459
     22  1932    367835   22235  -3761149.7969   3636711.8464   3636287.7247      13.7847    -122.6656      44.4099
     23  1932    367836   22236  -3761149.6223   3636711.3124   3636286.0075      14.0472    -123.7877      43.0184
     24  1932    367837   22237  -3761149.4691   3636711.1505   3636283.5150      14.0571    -125.7023      41.4071
     25  1932    367838   22238  -3761150.6348   3636709.8836   3636280.5503      15.7782    -128.1069      39.6724
     26  1932    367839   22239  -3761151.0880   3636709.5344   3636278.6180      16.3443    -129.7377      38.6326
     27  1932    367840   22240  -3761150.9996   3636710.7705   3636277.7049      15.3942    -130.9420      38.7610
     28  1932    367841   22241  -3761152.7556   3636712.2843   3636276.3534      15.5265    -133.3764      39.8826
     29  1932    367842   22242  -3761152.7809   3636712.5480   3636274.3453      15.3545    -135.1372      38.8964
     30  1932    367843   22243  -3761152.7016   3636713.4391   3636273.5940      14.6588    -136.0752      38.9265
     31  1932    367844   22244  -3761152.7320   3636713.5704   3636272.2738      14.5855    -137.2217      38.2623
     32  1932    367845   22245  -3761154.2798   3636713.8937   3636270.6501      15.4290    -139.3189      38.4272
     33  1932    367846   22246  -3761155.1223   3636713.9470   3636270.0039      15.9764    -140.2168      38.5833
     34  1932    367847   22247  -3761155.2892   3636714.3042   3636268.9081      15.8356    -141.3258      38.2568
     35  1932    367848   22248  -3761155.6269   3636715.1790   3636267.3993      15.4414    -143.0498      38.0889
     36  1932    367849   22249  -3761155.7257   3636716.4679   3636267.1397      14.5835    -143.8169      38.7324
     37  1932    367850   22250  -3761155.8832   3636716.5265   3636266.2009      14.6509    -144.6743      38.3202
     38  1932    367851   22251  -3761156.6032   3636717.7517   3636264.9027      14.2706    -146.5230      38.6978
     39  1932    367852   22252  -3761156.6410   3636717.3503   3636262.8453      14.5854    -148.0644      37.3120
     40  1932    367852   22252  -3761156.7928   3636717.9285   3636261.6185      14.2752    -149.3625      37.0273
     41  1932    367853   22253  -3761157.5153   3636718.4979   3636259.9863      14.3681    -151.2245      36.8414
     42  1932    367854   22254  -3761158.8389   3636719.2926   3636258.4608      14.7169    -153.3366      37.1990
     43  1932    367856   22256  -3761161.2201   3636720.2379   3636257.1403      15.6925    -155.7767      38.3829
     44  1932    367857   22257  -3761161.3413   3636721.1151   3636255.6629      15.1462    -157.3868      38.1068
     45  1932    367858   22258  -3761161.8303   3636722.1235   3636254.5681      14.7611    -158.8871      38.3415
     46  1932    367859   22259  -3761161.4206   3636722.6784   3636253.2088      14.0774    -160.0531      37.6369
     47  1932    367860   22260  -3761161.9473   3636723.0466   3636251.2807      14.1788    -161.9967      37.0514
     48  1932    367861   22261  -3761162.4097   3636723.7658   3636249.9709      13.9832    -163.5470      36.9825
     49  1932    367862   22262  -3761163.4833   3636724.4577   3636248.6668      14.2321    -165.3338      37.2611
     50  1932    367863   22263  -3761163.9761   3636725.6931   3636247.4498      13.6866    -167.0264      37.5573
