% 2018îN 6åé 28ì˙ 17éû 3ï™ 19.905000ïb é¿çs
%------------------------------------------------------------------------------------------------------------------------------
Observation File :  2018_6_27_8_39.18o
Ephemeris_N File :  brdc1780.18n
Ephemeris_G File :  Nothing
IONEX       File :  Nothing
IGS SP3     File :  Nothing
START       TIME :  2018/ 6/27  8:39:12
END         TIME :  2018/ 6/27  8:40:27
True Position[m] :  X = -3761063.4990,  Y = 3636647.5780,  Z = 3636362.7670

%------------------------------------------------------------------------------------------------------------------------------
% Epoch  WEEK      ToW     ToD        X[m]           Y[m]           Z[m]          East[m]     North[m]        Up[m] 
%------------------------------------------------------------------------------------------------------------------------------
     56  2007    290407   31207  -3761007.4259   3636718.2992   3636267.0384     -89.8186     -83.5064     -47.6334
     57  2007    290408   31208  -3761000.2857   3636728.3120   3636263.9664    -101.9800     -87.0709     -47.8978
     58  2007    290409   31209  -3760994.0487   3636737.1278   3636261.2390    -112.6531     -90.2482     -48.1143
     59  2007    290410   31210  -3760987.9272   3636746.0765   3636258.4096    -123.3415     -93.6096     -48.2455
     60  2007    290411   31211  -3760982.3506   3636754.5177   3636255.6072    -133.2863     -96.9713     -48.3294
     61  2007    290412   31212  -3760980.6939   3636757.4652   3636254.4005    -136.5568     -98.4518     -48.3183
     62  2007    290413   31213  -3760980.7871   3636757.8130   3636254.0620    -136.7421     -98.9062     -48.2594
     63  2007    290414   31214  -3760980.3283   3636759.3716   3636253.1273    -138.1814    -100.1040     -48.1779
     64  2007    290415   31215  -3760979.8613   3636760.5340   3636252.5714    -139.3417    -100.8303     -48.1096
     65  2007    290416   31216  -3760980.0900   3636760.5411   3636252.4072    -139.1878    -101.0619     -48.0650
     66  2007    290417   31217  -3760979.5963   3636761.6134   3636251.9368    -140.3019    -101.6712     -48.0148
     67  2007    290418   31218  -3760979.0950   3636762.8371   3636251.3074    -141.5300    -102.4679     -47.9740
     68  2007    290419   31219  -3760980.0944   3636761.6565   3636251.5387    -139.9866    -102.2198     -47.9251
     69  2007    290420   31220  -3760981.6412   3636759.7108   3636251.9479    -137.5127    -101.7467     -47.8876
     70  2007    290421   31221  -3760982.9749   3636758.0603   3636252.2817    -135.3990    -101.3652     -47.8507
     71  2007    290422   31222  -3760984.4414   3636756.4054   3636252.5021    -133.1899    -101.1295     -47.8030
     72  2007    290423   31223  -3760988.2388   3636751.0344   3636254.0227    -126.6891     -99.3082     -47.7534
     73  2007    290424   31224  -3760990.8610   3636747.5125   3636254.9004    -122.3345     -98.2663     -47.7115
     74  2007    290425   31225  -3760993.6167   3636743.6865   3636255.9318    -117.6685     -97.0323     -47.6761
     75  2007    290426   31226  -3760996.3757   3636739.8072   3636257.0033    -112.9618     -95.7455     -47.6461
     76  2007    290427   31227  -3760998.0250   3636737.7165   3636257.4387    -110.3124     -95.2354     -47.6157
