% 2016îN 12åé 21ì˙ 12éû 40ï™ 43.221000ïb é¿çs
%------------------------------------------------------------------------------------------------------------------------------
Observation File :  AndroidOBS.16o
Ephemeris_N File :  AndroidOBS.16n
Ephemeris_G File :  Nothing
IONEX       File :  Nothing
IGS SP3     File :  Nothing
START       TIME :  2016/12/21  3:18:52
END         TIME :  2016/12/21  3:20:58
True Position[m] :  X = -3761063.4990,  Y = 3636647.5780,  Z = 3636362.7670

%------------------------------------------------------------------------------------------------------------------------------
% Epoch  WEEK      ToW     ToD        X[m]           Y[m]           Z[m]          East[m]     North[m]        Up[m] 
%------------------------------------------------------------------------------------------------------------------------------
      1  1928    271132   11932  -3761068.7303   3636653.2427   3636366.7762      -0.4360      -1.1288       8.6061
      2  1928    271133   11933  -3761067.7211   3636648.2362   3636367.2095       2.4617       1.6374       5.4088
      3  1928    271134   11934  -3761066.1951   3636647.6545   3636365.4120       1.8191       1.0255       3.1481
      4  1928    271136   11936  -3761069.2084   3636654.7966   3636363.2958      -1.2207      -4.7967       7.7773
      5  1928    271137   11937  -3761070.1526   3636660.2393   3636362.7865      -4.4771      -7.7723      11.1412
      6  1928    271138   11938  -3761071.5630   3636658.2995   3636363.6925      -2.1023      -6.8381      11.3867
      7  1928    271139   11939  -3761072.4751   3636658.2672   3636364.9883      -1.4450      -6.1395      12.6484
      8  1928    271140   11940  -3761073.0593   3636658.9499   3636364.5915      -1.5297      -6.9775      13.1538
      9  1928    271140   11940  -3761070.7701   3636662.8565   3636362.4504      -5.9294      -9.3451      12.8028
     10  1928    271141   11941  -3761070.3202   3636663.0580   3636362.4357      -6.3870      -9.2520      12.6441
     11  1928    271143   11943  -3761072.3361   3636666.2538   3636364.0508      -7.2831     -10.0332      16.5776
     12  1928    271144   11944  -3761072.6593   3636668.1019   3636364.0945      -8.3871     -10.8672      17.8455
     13  1928    271144   11944  -3761072.1329   3636667.9328   3636364.0893      -8.6314     -10.5870      17.4363
