% 2017îN 1åé 27ì˙ 12éû 29ï™ 45.800000ïb é¿çs
%------------------------------------------------------------------------------------------------------------------------------
Observation File :  AndroidOBS.17o
Ephemeris_N File :  AndroidOBS.17n
Ephemeris_G File :  Nothing
IONEX       File :  Nothing
IGS SP3     File :  Nothing
START       TIME :  2017/ 1/26  4:24:56
END         TIME :  2017/ 1/26  4:29:13
True Position[m] :  X = -3761063.4990,  Y = 3636647.5780,  Z = 3636362.7670

%------------------------------------------------------------------------------------------------------------------------------
% Epoch  WEEK      ToW     ToD        X[m]           Y[m]           Z[m]          East[m]     North[m]        Up[m] 
%------------------------------------------------------------------------------------------------------------------------------
     89  1933    361585   15985  -3761137.2927   3636757.8777   3636195.1561     -27.9990    -211.7007      10.1893
     90  1933    361586   15986  -3761135.1283   3636760.0354   3636195.0235     -31.0547    -211.7771      10.0673
     91  1933    361586   15986  -3761133.2181   3636761.9633   3636194.8598     -33.7684    -211.8923       9.9463
     92  1933    361588   15988  -3761131.8902   3636762.7227   3636195.8657     -35.2374    -210.8235      10.1733
     93  1933    361589   15989  -3761130.9343   3636763.4574   3636196.9800     -36.4300    -209.8093      10.6676
     94  1933    361590   15990  -3761129.7270   3636765.3898   3636197.4337     -38.6584    -209.7101      11.3172
     95  1933    361591   15991  -3761128.6054   3636765.5152   3636195.8389     -39.5282    -210.6044       9.8136
     96  1933    361591   15991  -3761127.3772   3636765.8253   3636194.6435     -40.6049    -211.2012       8.5815
     97  1933    361593   15993  -3761125.4554   3636767.1460   3636195.8393     -42.8902    -209.9557       8.8872
     98  1933    361594   15994  -3761123.2704   3636768.1426   3636196.5940     -45.1255    -208.8340       8.6005
     99  1933    361594   15994  -3761121.3769   3636769.0007   3636197.1341     -47.0586    -207.9530       8.2836
    100  1933    361596   15996  -3761119.5841   3636770.1090   3636197.2003     -49.1015    -207.6015       7.8967
    101  1933    361596   15996  -3761118.0161   3636771.0994   3636197.1966     -50.9035    -207.3530       7.5351
    102  1933    361598   15998  -3761115.9810   3636772.4242   3636196.5860     -53.2705    -207.5424       6.7409
    103  1933    361599   15999  -3761114.8188   3636773.2142   3636198.6196     -54.6463    -205.7121       7.6722
    104  1933    361600   16000  -3761112.8072   3636774.6201   3636197.3029     -57.0553    -206.5221       6.5331
    105  1933    361601   16001  -3761111.8593   3636775.6965   3636197.2296     -58.4880    -206.6204       6.5458
    106  1933    361602   16002  -3761110.4198   3636776.7465   3636197.5693     -60.2435    -206.1673       6.4907
    107  1933    361603   16003  -3761110.1579   3636778.2869   3636196.0126     -61.5329    -207.9486       6.3212
    108  1933    361603   16003  -3761109.9753   3636779.7232   3636194.5399     -62.6924    -209.6524       6.1873
    109  1933    361605   16005  -3761108.5402   3636781.7508   3636193.3189     -65.1476    -210.8694       5.7968
    110  1933    361606   16006  -3761106.3103   3636782.5266   3636194.0326     -67.2554    -209.6748       5.3344
    111  1933    361607   16007  -3761105.3117   3636784.0742   3636195.6399     -69.0621    -208.5630       6.5491
    112  1933    361608   16008  -3761103.4650   3636785.0926   3636196.1459     -71.0779    -207.7931       6.3315
    113  1933    361608   16008  -3761101.8254   3636785.9861   3636196.5417     -72.8599    -207.1492       6.1016
    114  1933    361610   16010  -3761099.9900   3636787.1317   3636198.3155     -74.9593    -205.3959       6.6899
    115  1933    361611   16011  -3761098.5777   3636787.2135   3636198.8148     -75.9998    -204.4373       6.1909
    116  1933    361612   16012  -3761097.1955   3636788.1792   3636199.8661     -77.6549    -203.3911       6.5294
    117  1933    361612   16012  -3761095.9284   3636789.0390   3636200.8616     -79.1538    -202.3959       6.8436
    118  1933    361614   16014  -3761094.8482   3636790.3242   3636202.4166     -80.8285    -201.1888       7.8308
    119  1933    361615   16015  -3761093.4670   3636791.8003   3636203.2154     -82.8498    -200.5533       8.3159
    120  1933    361616   16016  -3761091.7888   3636793.2413   3636204.4929     -85.0523    -199.3892       8.8805
    121  1933    361617   16017  -3761088.7545   3636793.4910   3636210.8830     -87.3410    -193.0025      10.8991
    122  1933    361617   16017  -3761086.3642   3636793.5459   3636216.4612     -89.0419    -187.4688      12.7205
    123  1933    361618   16018  -3761084.7484   3636794.1465   3636218.6861     -90.5969    -185.2192      13.3864
    124  1933    361619   16019  -3761083.6674   3636795.4609   3636219.7797     -92.2932    -184.4015      14.1252
    125  1933    361620   16020  -3761083.1023   3636796.9794   3636218.7272     -93.7776    -185.6361      14.0538
    126  1933    361622   16022  -3761081.8208   3636798.3423   3636219.9119     -95.6482    -184.6804      14.7544
    127  1933    361623   16023  -3761080.9787   3636799.8296   3636221.5974     -97.3029    -183.5451      16.0718
    128  1933    361624   16024  -3761080.0657   3636801.1839   3636222.7075     -98.9111    -182.7989      16.9418
    129  1933    361625   16025  -3761079.7660   3636802.1375   3636222.9634     -99.8050    -182.8457      17.4551
    130  1933    361626   16026  -3761078.3820   3636802.8244   3636222.7060    -101.2608    -182.7600      16.8836
    131  1933    361627   16027  -3761077.4492   3636802.6924   3636223.0565    -101.8144    -182.0358      16.4599
    132  1933    361628   16028  -3761076.1144   3636802.3244   3636223.1862    -102.4776    -181.2327      15.5385
    133  1933    361629   16029  -3761075.6951   3636803.0462   3636224.2716    -103.2879    -180.4583      16.3248
    134  1933    361630   16030  -3761074.9625   3636804.7846   3636224.4708    -105.0469    -180.6858      16.9976
    135  1933    361631   16031  -3761073.1588   3636805.6273   3636225.5230    -106.9066    -179.4162      17.0184
    136  1933    361632   16032  -3761072.3639   3636806.5880   3636225.4275    -108.1497    -179.5497      17.0425
    137  1933    361633   16033  -3761070.6692   3636806.6205   3636227.8854    -109.3511    -176.8503      17.4721
    138  1933    361634   16034  -3761068.5961   3636806.9490   3636226.7997    -111.0283    -177.0163      15.8156
    139  1933    361635   16035  -3761067.8171   3636807.1662   3636227.4738    -111.7259    -176.2295      15.8669
    140  1933    361636   16036  -3761066.7147   3636807.3474   3636228.2299    -112.6226    -175.2278      15.7543
    141  1933    361637   16037  -3761065.7795   3636807.4878   3636228.7684    -113.3735    -174.4572      15.5921
    142  1933    361638   16038  -3761063.4916   3636808.2731   3636229.8667    -115.5284    -172.9273      15.3214
    143  1933    361639   16039  -3761062.4045   3636808.8598   3636231.7807    -116.7058    -171.1448      16.1126
    144  1933    361640   16040  -3761062.2178   3636807.7132   3636232.6943    -116.0113    -169.8624      15.8734
    145  1933    361641   16041  -3761060.9276   3636809.0918   3636233.8571    -117.8993    -168.9273      16.5653
    146  1933    361642   16042  -3761060.3041   3636808.7549   3636235.5390    -118.0905    -167.1580      16.9704
    147  1933    361643   16043  -3761059.8044   3636811.0335   3636235.6173    -120.0759    -167.7960      18.0187
    148  1933    361644   16044  -3761057.9791   3636812.1793   3636235.8745    -122.1684    -167.2896      17.7437
    149  1933    361645   16045  -3761055.9342   3636814.1183   3636235.6477    -124.9838    -167.4053      17.5134
    150  1933    361646   16046  -3761053.9427   3636815.8481   3636236.9127    -127.6117    -166.2375      18.0508
    151  1933    361647   16047  -3761052.4862   3636814.7140   3636240.3335    -127.8089    -162.3824      18.5083
    152  1933    361647   16047  -3761051.2450   3636813.7504   3636243.2643    -127.9788    -159.0855      18.9086
    153  1933    361649   16049  -3761050.2586   3636813.4571   3636243.8102    -128.4536    -158.1148      18.4736
    154  1933    361650   16050  -3761049.2275   3636813.4749   3636245.2268    -129.1832    -156.5363      18.6886
    155  1933    361651   16051  -3761047.0649   3636812.8156   3636246.5825    -130.2124    -154.2714      17.8165
    156  1933    361651   16051  -3761045.2055   3636812.1793   3636247.7459    -131.0475    -152.2982      17.0260
    157  1933    361653   16053  -3761044.8508   3636811.3942   3636249.7821    -130.7297    -150.1708      17.5373
    158  1933    361654   16054  -3761044.1983   3636809.3611   3636251.4882    -129.7217    -147.6938      16.9732
    159  1933    361655   16055  -3761044.2902   3636808.7415   3636252.9799    -129.2123    -146.2625      17.5297
    160  1933    361656   16056  -3761045.2868   3636807.7201   3636252.9859    -127.7853    -146.2613      17.5384
    161  1933    361657   16057  -3761045.5118   3636806.9382   3636255.2143    -127.0669    -144.2167      18.5032
    162  1933    361658   16058  -3761046.2404   3636805.2102   3636257.3708    -125.3182    -142.0615      19.1846
    163  1933    361659   16059  -3761047.2906   3636803.6790   3636258.6772    -123.4873    -140.8137      19.6801
    164  1933    361660   16060  -3761047.4136   3636804.0688   3636261.8649    -123.6820    -138.4079      21.8021
    165  1933    361661   16061  -3761047.7575   3636803.4662   3636263.8532    -123.0097    -136.6805      22.8014
    166  1933    361662   16062  -3761047.6697   3636803.2877   3636265.5041    -122.9424    -135.2205      23.5945
    167  1933    361663   16063  -3761049.6934   3636802.6194   3636267.4342    -121.0554    -134.2069      25.5125
    168  1933    361664   16064  -3761050.4608   3636801.9976   3636268.7887    -120.0749    -133.1656      26.3869
    169  1933    361665   16065  -3761052.3400   3636801.2807   3636270.1133    -118.2533    -132.5692      27.8450
    170  1933    361665   16065  -3761053.9851   3636800.6855   3636271.3549    -116.6818    -131.9927      29.1868
    171  1933    361667   16067  -3761052.3558   3636798.1687   3636272.8698    -116.0051    -129.0769      27.6623
    172  1933    361668   16068  -3761053.2774   3636796.9881   3636275.2560    -114.5157    -127.0313      28.9008
    173  1933    361669   16069  -3761051.8115   3636795.7135   3636276.1725    -114.6184    -125.1681      27.8369
    174  1933    361669   16069  -3761050.8239   3636794.4485   3636276.8392    -114.3955    -123.7108      26.9169
    175  1933    361671   16071  -3761052.2507   3636793.5743   3636279.9085    -112.7752    -121.4356      29.0191
    176  1933    361672   16072  -3761052.9726   3636792.9435   3636283.3642    -111.8200    -118.6505      31.0663
    177  1933    361673   16073  -3761050.6600   3636791.4643   3636287.3170    -112.3641    -113.8691      31.1279
    178  1933    361674   16074  -3761049.6397   3636788.4588   3636289.8569    -110.9127    -110.1698      30.2715
    179  1933    361674   16074  -3761049.7959   3636787.4763   3636292.2312    -110.0978    -107.8973      31.1651
    180  1933    361675   16075  -3761050.0785   3636785.8990   3636293.9387    -108.7674    -105.9861      31.4122
    181  1933    361676   16076  -3761050.3349   3636783.6259   3636295.3056    -106.9551    -104.0660      31.0522
    182  1933    361677   16077  -3761051.3706   3636781.9943   3636296.6962    -105.0622    -102.7033      31.5303
    183  1933    361679   16079  -3761052.2244   3636779.0122   3636298.7741    -102.3249    -100.1643      31.5262
    184  1933    361680   16080  -3761053.1429   3636777.2777   3636298.6289    -100.4395     -99.9706      30.9961
    185  1933    361680   16080  -3761053.8474   3636775.6934   3636298.5678     -98.8109     -99.6796      30.4737
    186  1933    361682   16082  -3761055.2831   3636773.2191   3636297.6520     -96.0341    -100.0356      29.3851
    187  1933    361683   16083  -3761056.0414   3636771.7711   3636296.3038     -94.4660    -100.8757      28.2341
    188  1933    361684   16084  -3761057.5965   3636769.3676   3636294.8761     -91.6572    -101.7286      26.9627
